t,nu_w4a8,nu_w4a7,nu_w4a6,nu_w4a5,factor_w4a8,factor_w4a7,factor_w4a6,factor_w4a5,v_w4a8,v_w4a7,v_w4a6,v_w4a5
195,13.586900841707724,60.4410591830533,54.84195088632721,12.663035575747735,1.172608709379896,1.0342225145806385,1.0378487161517251,1.1875638495053742,0.0008422160542158921,0.001751007501169937,0.004452793090834239,0.013893496133841806
188,18.865270268126274,19.193528827480755,104.57295039670768,13.036444869060471,1.118586892958354,1.1163228340190037,1.0194983179509303,1.181217776532984,0.0010100859427247322,0.0017893698045004837,0.004731860271230685,0.015649499369910017
180,15.039393258073805,57.71216837744974,179.9293659116605,17.50669325307362,1.1533813698548918,1.0358988001768303,1.0112404154859573,1.1289765630466428,0.0009808770157898484,0.0020632563281218195,0.004684660737377815,0.01437845185431254
172,12.788986461938112,37.1745824870987,19.21451215454279,13.41795961207357,1.1853742246369197,1.0568592392172262,1.11618104434474,1.1751626444610261,0.0009318809049756362,0.0020242457315182644,0.005626565805239717,0.01566621581672413
165,18.26105901573614,47.90295498240947,449201270.0540359,15.490524273732913,1.1229932194492722,1.0435701797578483,1.0000000044523472,1.1482522072099268,0.000982733378991549,0.0020825650874158417,0.00584583104775663,0.016064972576322226
158,16.20481869968352,73.80238588898163,53.47266464223942,24.931645326027798,1.1407972915588538,1.0278542276170646,1.0388555753602615,1.087215721836146,0.0009940089548402076,0.002112005776067593,0.006039208999624383,0.016796413256579025
150,12.157814935380589,40.72531982989255,21.150524948685756,13.465225690802487,1.196892738519366,1.0516457968271233,1.1044357794556046,1.1744405259814832,0.0010407524997395911,0.002626213000599416,0.00658649393886012,0.018675450567780878
143,15.109057947608687,950.9367930310991,36.34220752265123,14.580976715414739,1.1525662643336498,1.0021076219350833,1.0582373744809752,1.1589701694264736,0.0010978878677467589,0.0024648043823729308,0.009860889125813331,0.019861549376993238
137,14.029477263472337,38.3225439046098,3871319123.1749983,27.98761660717009,1.1662582634469933,1.055062222658534,1.0000000005166199,1.0769597316380368,0.0011513283632082238,0.002604266778543359,0.008162953896024259,0.020045875671583575
130,17.096192618448164,29.144537251569076,30.31378486547252,17.073583566836863,1.1324837361677487,1.0736796498486778,1.0706369709843673,1.132682450137482,0.0011648153968126002,0.002791931413425429,0.00898437456211161,0.021471589008181673
124,17.955741850802205,1680.4705144682107,372592765.04785776,42.94774726290741,1.1253467258809684,1.0011915609972057,1.0000000053677909,1.0488427357714916,0.0012321137042969946,0.0028242969064693688,0.009724171478957417,0.023288530861899887
117,14.42666605321163,137292992.25933486,25858662799.905655,19.308095420121546,1.1609442139537585,1.0000000145673862,1.0000000000773435,1.1155528642206871,0.0013655676746448994,0.0032884225546976668,0.009020556195769745,0.025649880348922228
111,26.23824676648993,9754133224.651253,33075986416.831,15.695311335076182,1.0825142189230064,1.0000000002050413,1.0000000000604667,1.1460353803624483,0.0014306123539815643,0.0032680599623300505,0.011562866637019796,0.02787909801792244
105,632.498142684017,1236.760887275917,86221805.69043829,26609473.64412693,1.0031720949906149,1.001619746803296,1.000000023195989,1.0000000751612068,0.0015102779606533511,0.00338058492150441,0.010393816112936417,0.029932676156725024
99,31.882219532903356,1716233253.3105698,3901315702.020378,36.844037453553256,1.066929432661379,1.0000000011653427,1.0000000005126475,1.0573986296124833,0.0015759703731181632,0.0039805705704333595,0.011145862391467183,0.03175596782713891
94,31.506159504715903,163625058.02799714,5640851741.918455,7107844234.865791,1.0677824574113193,1.0000000122230668,1.0000000003545564,1.0000000002813794,0.0016780301505138926,0.003916076333702769,0.012679509726056281,0.034144247149543214
88,34.192178726045725,54815780.88581169,2875160796.9075174,100.1581104941362,1.062126891659615,1.0000000364858448,1.0000000006956133,1.0203752903344596,0.0017755917806361306,0.004469515731292816,0.012331680176872991,0.03626783825519944
83,167.3920565553368,4074054566.046914,410452000643.69385,74879969638.27623,1.0120924791773833,1.0000000004909115,1.0000000000048728,1.0000000000267095,0.0018657547982303263,0.004755672036991532,0.014373459460173913,0.03999130926779358
78,83.50286612588927,144368151.74100354,27154316098.76752,148955341.78419438,1.0245390143324629,1.0000000138534713,1.000000000073653,1.0000000134268432,0.0020525013673329956,0.005027977083769606,0.01536731733230476,0.04498427324294257
73,1705677604.9903932,57264305738.537094,174576734224.1444,3914826862.035074,1.0000000011725545,1.0000000000349258,1.0000000000114562,1.0000000005108782,0.002195886630640257,0.005801348302106854,0.01889730547849727,0.04636553682617785
68,4382459.642371789,8662237640.638325,85779965921.0812,32.853877709847424,1.0000004563649356,1.0000000002308873,1.0000000000233156,1.06482167391756,0.0024012146856374162,0.006175884175336178,0.020465820311302636,0.05542811318997633
63,646856370.7635275,30122707945.19696,56897322361.37014,745921072.7183733,1.0000000030918765,1.0000000000663951,1.000000000035151,1.0000000026812488,0.002600678119116695,0.007101440718665064,0.022657882447440863,0.05933621078555236
59,75373787.69055966,72541755377.37129,4065952398.655571,1356539342.7539268,1.0000000265344242,1.0000000000275704,1.0000000004918896,1.0000000014743398,0.002754413981761389,0.0076249079251887565,0.02150904656211717,0.06720418394468193
55,139303246.47435436,1567412575.4491005,59126231597.806915,175.04146211244728,1.0000000143571675,1.0000000012759882,1.0000000000338258,1.011557923607351,0.0029579042077105544,0.008409452959563602,0.024292836948849202,0.07234117734635925
51,505785078.93953216,12333843322.649704,4785869291.173783,2100015278.002802,1.0000000039542487,1.0000000001621554,1.0000000004178968,1.000000000952374,0.00336686094565796,0.00918940736905514,0.029401724375321146,0.07851198500523461
47,17613192.632733386,5035646305.346249,257569295910.06628,2520114684.161247,1.0000001135512606,1.0000000003971685,1.000000000007765,1.0000000007936147,0.003563800426876798,0.010024525678335304,0.031127838107673656,0.09054836029321135
43,21102108.786210515,6044838643.946628,316022935700.72705,241587221489.68405,1.0000000947772665,1.0000000003308607,1.0000000000063287,1.0000000000082785,0.004102643237535921,0.01143499365000978,0.03296498503165964,0.11013765908438353
39,37248148.79093588,8002176035.333868,434513948.7966542,22.297713208658777,1.0000000536939464,1.000000000249932,1.000000004602844,1.0985332672424803,0.004709872201893028,0.013507677235463467,0.03939400334513755,0.12327346087371245
35,187617677.26175278,726114078566.857,1042490798.69611,616834191420.1852,1.0000000106599765,1.0000000000027545,1.0000000019184823,1.0000000000032423,0.005551754005673314,0.014827995596064328,0.04470113823148548,0.13460771950816142
32,9595702434.545855,162800693575.05127,8839136619.828777,2290640448.2905154,1.0000000002084266,1.000000000012285,1.0000000002262663,1.0000000008731182,0.00591249123165189,0.017911034447282634,0.05116797257706455,0.15086027201032448
29,1652149451.087923,77562730358.0054,96925789273.84445,188231504291.9682,1.0000000012105443,1.0000000000257856,1.0000000000206344,1.0000000000106253,0.0069295787426638675,0.019714465343623578,0.05899342848344542,0.17969736374166798
26,385407823631.28625,16336925079.22469,5056339374.282195,102839884.0237587,1.0000000000051894,1.000000000122422,1.0000000003955432,1.000000019447708,0.007934036301220474,0.023226290415008014,0.07784345290393485,0.20074770249508844
23,1182145415.4834795,20374010005.184776,13532063272.67661,3204347764.5619917,1.0000000016918393,1.0000000000981644,1.000000000147797,1.000000000624152,0.009137720895708358,0.02656548643536744,0.08188749371836343,0.22621911934762073
20,6470752905.106652,175657725.8336807,71717325567.9327,517584798483.1628,1.000000000309083,1.0000000113857788,1.0000000000278872,1.000000000003864,0.01146719149403342,0.032173412012898396,0.10178867480406076,0.260332093124185
18,22324047240.906975,38851290560.75147,266024718197.36682,1078148885906.9978,1.0000000000895894,1.0000000000514784,1.0000000000075182,1.000000000001855,0.013970046030266331,0.03616812022785682,0.11674969993817129,0.287831775508121
15,247911131567.85138,179998163.08257723,1262145047.2839046,87407274522.67165,1.0000000000080673,1.0000000111112246,1.000000001584604,1.0000000000228815,0.01656170740671426,0.046290752584661275,0.14320512775562225,0.33037085766489244
13,2383456749.3632,61991198918.961334,15097754036.214844,1997344369371.766,1.0000000008391174,1.0000000000322626,1.00000000013247,1.0000000000010014,0.019047986088528118,0.054087101881351844,0.17201577707560808,0.40407870249669425
11,10413681429.250008,981609043.6091137,2771023985.3262143,481134063876.4352,1.000000000192055,1.000000002037471,1.0000000007217549,1.000000000004157,0.023092191393232424,0.06626048364810397,0.20894584689469223,0.4827393897500586
9,69278310460.72021,22237716354.85482,1698723516.804513,6067545719.318804,1.0000000000288691,1.0000000000899374,1.0000000011773547,1.0000000003296226,0.028506148269640975,0.07978047789343735,0.24776028149845994,0.5232397458268546
8,837147873.3254247,8650708441.674967,214402603.50691536,26.42068807184889,1.0000000023890643,1.0000000002311948,1.000000009328245,1.0818977743016795,0.03440020556668334,0.09388886784240272,0.28234950384256124,0.5689116190393235
6,31972219810.711094,677040376652.102,364336407015.0907,5149457476.275153,1.0000000000625544,1.000000000002954,1.0000000000054894,1.0000000003883904,0.04600736497017725,0.12064617201337725,0.31805411075081996,0.5932856088350966
5,406545821539.5862,8757776279.938726,62533213574.84119,114491823900.77533,1.0000000000049194,1.0000000002283684,1.000000000031983,1.0000000000174685,0.05428535390365751,0.14982659974879312,0.35055597717977577,0.6363393023673398
3,8373459735.757526,164457083015.56412,168.00341937800877,82393194970.02264,1.0000000002388498,1.0000000000121612,1.0120479445995372,1.000000000024274,0.08272259284709103,0.20176435925193414,0.36802349203248563,0.6842215333677636
2,4543786342.771492,1254325992199.1719,80.32243872647803,6627408015.80523,1.0000000004401615,1.0000000000015945,1.0255354663685143,1.000000000301777,0.10880468856270964,0.2653241563547391,0.3715123617050073,0.646328954160226
1,1911926289.9738703,149899893941.77374,35.473564695954835,2157024411423.4941,1.0000000010460655,1.0000000000133422,1.0597486409997348,1.0000000000009273,0.1566340494649904,0.34353290978319234,0.36045918064868654,0.5771341157606795
0,3355036408.7798805,73975375058.0785,188.91868255088667,20.48337563817338,1.0000000005961187,1.000000000027036,1.0106998400197664,1.1082053429607002,0.24522136524403215,0.4791398162156519,0.3545393209336143,0.36655245726652474
